date,open,high,low,close,daily_trading_volume,RSI_14,BollW,precent_B,BIAS,ROC_1,golden_cross,death_cross,sixth_day_return
2018-06-20,23.8693,24.292,23.4667,24.148,125754840,48.3516,202.7271,0.4404,-7.3308,-34.3072,0.0,0.0,-0.015517367020022627
2018-06-21,24.1333,24.4143,23.0847,23.1673,119507176,47.8946,198.4082,0.4128,-12.8186,-4.9681,0.0,0.0,0.02035576666535463
2018-06-22,23.436,23.4833,22.1333,22.242,153990880,50.6664,185.6363,0.5178,9.5349,28.8549,0.0,0.0,0.023515981735159723
2018-06-25,22.008,22.5647,21.8333,22.2007,103969560,46.779,176.6652,0.3228,-25.9443,-32.4833,0.0,0.0,0.07788071800810657
2018-06-26,22.4036,22.9033,21.7199,22.8,111787304,47.4575,172.2775,0.3445,-19.7827,7.5193,0.0,0.0,0.005497144686982918
2018-06-27,23.0,23.386,22.6333,22.9667,125005904,48.6496,170.7018,0.3918,-10.0602,11.8248,0.0,0.0,0.0008449350031321877
2018-06-28,23.244,23.8013,23.074,23.3287,125970072,48.741,165.1893,0.386,-10.3009,0.7713,0.0,0.0,-0.030173306960535107
2018-06-29,23.5553,23.5907,22.8273,22.8633,97385936,46.1214,162.2051,0.2684,-31.334,-22.6912,0.0,0.0,-0.012280212112754645
2018-07-02,24.0047,24.3187,21.99,22.338,281396480,60.747,158.026,0.9369,86.6563,188.9498,0.0,0.0,0.011004514672686313
2018-07-03,22.1167,22.166,20.646,20.724,184239568,52.6243,148.2588,0.5514,19.0747,-34.5267,0.0,0.0,0.0071042909917589546
2018-07-05,20.9173,20.9593,19.748,20.6107,262145616,57.5284,145.4309,0.8713,63.109,42.2852,0.0,1.0,-0.006773920406435147
2018-07-06,20.3303,20.8047,20.1333,20.5933,132981768,48.5544,148.08,0.3653,-18.1578,-49.2718,0.0,0.0,0.028282857598931857
2018-07-09,20.7993,21.2347,20.5333,21.234,113951296,47.3817,149.3343,0.291,-30.428,-14.3106,0.0,0.0,-0.03901881214352442
2018-07-10,21.6373,21.8451,21.28,21.498,142072464,49.3293,151.2609,0.4156,-14.7189,24.6782,0.0,0.0,-0.0035803612783696635
2018-07-11,21.0533,21.4627,21.0047,21.264,73261136,44.9454,134.5502,0.1203,-55.8472,-48.434,0.0,0.0,0.011302795954788766
2018-07-12,21.4287,21.5487,20.8513,21.114,85817488,45.8903,142.2584,0.2075,-45.7191,17.1392,0.0,0.0,0.021209932409484697
2018-07-13,21.0387,21.3057,20.6167,21.258,88136552,46.0744,149.8276,0.2436,-42.4009,2.7023,0.0,0.0,0.034234884951987066
2018-07-16,20.7807,21.0107,20.4167,20.6733,117279824,48.4482,152.4841,0.3902,-23.2388,33.066,0.0,0.0,0.019396127834905914
2018-07-17,20.5873,21.6493,20.5667,21.5127,104943480,47.4951,155.8769,0.3497,-29.6026,-10.5187,0.0,0.0,-0.03663270610755624
2018-07-18,21.6667,21.7,21.0833,21.59,84363168,45.8738,161.1375,0.2769,-39.3241,-19.6109,0.0,0.0,0.006818859968791654
2018-07-19,21.0887,21.5693,20.934,21.3487,88730176,46.2928,165.9448,0.3092,-35.1891,5.1764,0.0,0.0,0.0318645265495659
2018-07-20,21.4153,21.5493,20.7806,20.9053,77498208,45.3211,172.3323,0.2718,-41.913,-12.6586,0.0,0.0,0.024156487306600857
2018-07-23,20.1227,20.3667,19.524,20.2133,164894208,53.4996,172.5677,0.6653,23.5122,112.7716,0.0,0.0,-0.026730730529281627
2018-07-24,20.2947,20.5145,19.503,19.8287,143861760,51.5031,169.3303,0.5615,8.9739,-12.7551,0.0,0.0,-0.00897487036298363
2018-07-25,19.7827,20.6413,19.6335,20.5827,106412704,48.0638,169.9955,0.3932,-17.2622,-26.0313,0.0,0.0,-0.13932720242718657
2018-07-26,20.3233,20.7133,20.2427,20.4433,69457832,44.8789,178.5985,0.2457,-45.0328,-34.7279,0.0,0.0,0.0039377372228182024
2018-07-27,20.4833,20.5129,19.6894,19.812,85549888,46.5401,183.7924,0.3276,-31.5624,23.1681,0.0,0.0,0.018070730241718062
2018-07-30,19.7267,19.74,19.0753,19.3447,102211080,48.2782,183.0972,0.3988,-16.8562,19.4754,0.0,0.0,-0.09900927495682627
2018-07-31,19.4833,19.888,19.2713,19.876,76153744,45.7718,159.0621,0.2869,-37.4868,-25.4937,0.0,0.0,0.024925777563559966
2018-08-01,19.866,20.2,19.5333,20.056,151941456,53.3565,154.5131,0.7186,23.1028,99.5194,0.0,0.0,0.0507560636174441
2018-08-02,21.896,23.3327,21.544,23.3027,348224416,66.4461,202.3308,1.4657,163.0984,129.1833,0.0,0.0,-0.008548775702235945
2018-08-03,23.1873,23.6667,22.8353,23.2113,204847296,54.4302,205.8826,0.8333,51.1673,-41.1738,1.0,0.0,-0.0025840989533136233
2018-08-06,23.0307,23.6653,22.788,22.7993,128464968,49.3139,204.6359,0.525,-6.0609,-37.2874,0.0,0.0,0.025228684846392888
2018-08-07,22.9227,25.8307,22.61,25.3047,463136512,64.8875,281.1374,1.3358,221.5711,260.5158,0.0,0.0,0.02642686000008851
2018-08-08,24.606,25.5093,24.4747,24.6893,368567456,59.3392,282.3287,0.9989,143.4457,-20.4193,0.0,0.0,0.00965868185822312
2018-08-09,24.37,24.4673,23.0487,23.4967,257757168,53.5602,270.1454,0.7202,70.451,-30.0651,0.0,0.0,0.09803257277811316
2018-08-10,23.6,24.0,23.0667,23.6993,173280656,49.5948,260.0862,0.5172,13.3794,-32.7737,0.0,0.0,-0.009531822182884444
2018-08-13,24.0753,24.2127,23.268,23.7607,156958208,48.8424,255.7049,0.4746,1.5563,-9.4197,0.0,0.0,-0.04181267474370929
2018-08-14,23.8967,23.9466,23.14,23.176,104796408,46.4186,255.7264,0.3531,-31.5333,-33.2329,0.0,0.0,0.000806801382288719
2018-08-15,22.7937,22.966,22.1427,22.5793,136518864,48.1052,248.4434,0.4198,-12.2585,30.2706,0.0,0.0,0.0048125585754451115
2018-08-16,22.6607,22.8187,22.2547,22.3633,90960496,45.872,248.0816,0.3119,-41.6163,-33.3715,0.0,0.0,-0.008424212292008394
2018-08-17,21.5667,21.7847,20.2353,20.3667,284379168,55.3492,235.0173,0.7433,73.7754,212.6403,0.0,0.0,0.011115965928577769
2018-08-20,19.4469,20.5667,19.2133,20.5627,261035024,54.1177,231.8035,0.6749,54.0959,-8.2088,0.0,0.0,0.023760623740422388
2018-08-21,20.7073,21.6527,20.6,21.46,197583456,50.8084,227.6311,0.5214,14.1419,-24.3077,0.0,1.0,0.02245991934690673
2018-08-22,21.3913,21.592,20.978,21.4427,89189328,45.6705,230.2159,0.2722,-48.5337,-54.8599,0.0,0.0,0.0061355764473032546
2018-08-23,21.276,21.8213,21.2067,21.34,77209288,45.1274,228.8651,0.2426,-55.3279,-13.4321,0.0,0.0,0.004937669996568966
2018-08-24,21.38,21.59,21.2933,21.5213,54038460,44.0365,234.4617,0.1972,-68.5635,-30.0104,0.0,0.0,0.0439903858632737
2018-08-27,21.2,21.4957,20.5873,21.2847,196189312,51.7434,225.109,0.5119,13.3066,263.055,0.0,0.0,0.029242359478521045
2018-08-28,21.2273,21.2587,20.746,20.7907,114736368,47.6906,219.2379,0.315,-33.2866,-41.5175,0.0,0.0,-0.0007474639615589613
2018-08-29,20.6847,20.79,20.246,20.334,111710880,47.5417,223.9304,0.3146,-35.1257,-2.6369,0.0,0.0,0.0672790367706975
2018-08-30,20.1507,20.3067,19.848,20.21,108250592,47.3595,227.8347,0.3265,-37.6966,-3.0975,0.0,0.0,-0.07796861290475124
2018-08-31,20.1333,20.3539,19.9067,20.1107,80626560,45.849,240.6543,0.2784,-53.5429,-25.5186,0.0,0.0,0.021686268405146727
2018-09-04,19.796,19.8793,19.2,19.2633,125257032,48.6961,241.0418,0.3862,-28.2082,55.3546,0.0,0.0,-0.038204787989240624
2018-09-05,19.0033,19.1187,18.4787,18.716,115812312,48.1195,207.0688,0.3773,-34.2196,-7.5403,0.0,0.0,0.0037310919144128546
2018-09-06,18.9867,19.4113,18.592,18.73,112211400,47.8867,180.082,0.3822,-35.6843,-3.1093,0.0,0.0,-0.019446138211382104
2018-09-07,17.34,17.89,16.817,17.5493,337378976,60.6928,199.48,1.1539,93.856,200.6637,0.0,0.0,0.0012210012210012674
2018-09-10,18.2173,19.0687,18.0667,19.0333,214252928,53.0203,200.1997,0.7214,22.8429,-36.4949,0.0,0.0,0.034673348317918844
2018-09-11,18.6313,18.8,18.2367,18.6293,137549840,48.8751,201.5423,0.4666,-21.2991,-35.8003,0.0,0.0,-0.047023531831429634
2018-09-12,18.7627,19.5,18.5764,19.3693,150231408,49.577,196.754,0.5016,-7.4127,9.2196,0.0,0.0,0.002312871127826322
2018-09-13,19.2013,19.6667,19.012,19.2973,95105040,46.5831,202.0027,0.3238,-37.15,-36.6943,0.0,0.0,-0.002572718154463452
2018-09-14,19.2507,19.8217,19.1013,19.68,101484176,46.9821,200.2982,0.3426,-30.0446,6.7075,0.0,0.0,-0.0019370629720651805
2018-09-17,19.336,20.058,19.2087,19.656,103313656,47.1042,194.9488,0.3679,-27.3826,1.8027,0.0,0.0,-0.0043506428785009
2018-09-18,19.7793,20.176,18.3667,18.9973,248212832,55.7845,192.6645,0.911,70.1004,140.2517,0.0,0.0,-0.027748840770009792
2018-09-19,18.7007,20.0,18.7,19.9347,124423752,48.467,193.896,0.4601,-15.1886,-49.8722,0.0,0.0,0.0067020140186231855
2018-09-20,20.2373,20.3987,19.5553,19.8887,110241328,47.6951,190.6964,0.401,-24.3136,-11.3985,0.0,0.0,0.16146119549268334
2018-09-21,19.8467,20.0387,19.6913,19.94,75757168,45.7856,190.9942,0.2684,-47.7707,-31.2806,0.0,0.0,-0.14782772421584206
2018-09-24,19.8987,20.2,19.572,19.9787,72644416,45.6081,186.6094,0.2488,-46.811,-4.1089,0.0,0.0,0.03215567071955346
2018-09-25,20.0,20.3067,19.7667,20.066,67225936,45.2791,196.4118,0.2535,-47.8163,-7.4589,1.0,0.0,0.021100782056957347
2018-09-26,20.1273,20.926,20.074,20.6387,117648240,48.9688,196.0936,0.4499,-6.3519,75.0042,0.0,0.0,0.04601702086892669
2018-09-27,20.86,20.9973,20.4607,20.5013,127636256,49.6925,194.479,0.4858,0.3699,8.4897,0.0,0.0,0.0758963082578893
2018-09-28,18.0173,18.5333,17.3703,17.6513,504745408,68.0906,272.9319,1.3576,249.868,295.4561,0.0,0.0,0.045456178160919514
2018-10-01,20.3847,20.7627,20.07,20.7133,326663968,57.4127,265.5936,0.8762,110.5168,-35.2814,0.0,0.0,-0.046575342465753365
2018-10-02,20.93,21.1227,19.9433,20.068,176152672,50.2415,260.73,0.5236,14.11,-46.0753,0.0,0.0,0.023047771425902044
2018-10-03,20.222,20.3067,19.438,19.6533,119924816,47.8375,260.1867,0.3931,-22.4182,-31.92,0.0,0.0,0.01843559139593101
2018-10-04,19.5967,19.6,18.5113,18.7887,147213184,49.1101,256.0312,0.4519,-5.6317,22.7546,0.0,1.0,-0.02531300718757236
2018-10-05,18.31,18.3253,17.3333,17.4633,269168064,54.4578,250.5361,0.754,65.7079,82.8424,0.0,0.0,-0.0031203050964984424
2018-10-08,17.6347,17.8507,16.6,16.704,202089792,51.2668,250.8312,0.593,20.7993,-24.9206,0.0,0.0,-0.0614611183721724
2018-10-09,17.0167,17.7847,16.8867,17.52,180908608,50.2652,247.2649,0.5362,6.7182,-10.4811,0.0,0.0,0.017694426200555165
2018-10-10,17.6407,17.7007,16.518,17.1253,192229168,50.8182,244.3783,0.5586,11.3878,6.2576,0.0,0.0,0.029822666818233444
2018-10-11,17.1687,17.4833,16.602,16.8153,122516072,47.328,240.5055,0.3847,-29.1768,-36.2656,0.0,0.0,0.015040413539256801
2018-10-12,17.4,17.466,16.8007,17.252,108021056,46.6111,239.5518,0.3481,-34.0589,-11.8311,0.0,0.0,-0.003644369334413878
2018-10-15,17.2707,17.552,16.9691,17.306,92999472,45.8363,241.1354,0.3131,-41.4966,-13.9062,0.0,0.0,-0.11283421641772025
2018-10-16,17.7133,18.4917,17.4827,18.4393,142896016,48.8762,245.2176,0.4474,-10.2288,53.6525,0.0,0.0,0.01954942729536799
2018-10-17,18.8267,18.8467,17.7202,18.1187,129833128,48.1149,244.5712,0.4142,-18.0151,-9.1415,0.0,0.0,-0.08372279152195974
2018-10-18,17.9527,18.0667,17.5333,17.594,81317760,45.293,249.1286,0.299,-48.4713,-37.3675,0.0,0.0,-0.048472348141432385
2018-10-19,17.826,17.9773,16.9,17.3333,140633232,49.2147,239.8896,0.436,-11.7604,72.9428,0.0,0.0,-0.011794851119682169
2018-10-22,17.3787,17.4573,16.8393,17.3967,84003904,45.8364,237.8642,0.2915,-47.0355,-40.2674,0.0,0.0,0.01500456957346093
2018-10-23,17.5913,19.862,17.4733,19.6093,285416288,57.1126,224.2854,0.7707,78.2822,239.7655,0.0,0.0,-0.02199839914621123
2018-10-24,20.07,20.296,19.0487,19.2333,300873856,57.8381,218.5539,0.7796,80.0019,5.4158,0.0,0.0,-0.02021610317183697
2018-10-25,21.148,21.4,20.0673,20.9907,312610848,58.4133,213.4905,0.7786,78.3849,3.901,1.0,0.0,-0.006148783233740342
2018-10-26,20.55,22.66,20.4433,22.06,411382784,62.9896,192.463,1.0975,118.0433,31.5958,0.0,0.0,0.01467486818980666
2018-10-29,22.498,23.144,21.7667,22.3233,217290400,51.0918,187.1656,0.5903,11.7427,-47.1805,0.0,0.0,0.000998359523778126
2018-10-30,21.8927,22.5267,21.484,21.9933,136900560,47.1218,190.5501,0.3659,-30.593,-36.9965,0.0,0.0,-0.020395765745970525
2018-10-31,22.1693,22.8,21.94,22.488,114365216,46.0417,191.2985,0.3028,-41.9795,-16.4611,0.0,0.0,-0.009220248690596672
2018-11-01,22.5507,23.1893,22.315,22.952,120001984,46.3728,194.3968,0.3243,-39.0253,4.9287,0.0,0.0,0.0025420138398531333
2018-11-02,22.916,23.28,22.7273,23.094,117119568,46.2166,199.9534,0.3352,-35.4006,-2.402,0.0,0.0,0.058047660661163764
2018-11-05,22.7,22.9303,22.0093,22.76,117465720,46.2401,206.3653,0.3494,-32.0746,0.2956,0.0,0.0,-0.02199539456204059
2018-11-06,22.6047,23.2533,22.406,22.7373,101443336,45.2579,214.232,0.3177,-40.3081,-13.6401,0.0,0.0,-0.015318336218511875
2018-11-07,22.8893,23.412,22.72,23.2107,110617832,45.9656,221.0764,0.3558,-34.7667,9.044,0.0,0.0,-0.012742527755894469
2018-11-08,23.2333,23.8384,23.2293,23.4267,106360112,45.6705,223.2386,0.3469,-36.6673,-3.849,0.0,0.0,-0.016570211721075194
2018-11-09,23.2667,23.6,23.0153,23.3673,76482688,43.5573,228.4154,0.2715,-52.2673,-28.0908,0.0,0.0,0.002376435940198727
2018-11-12,23.2247,23.3187,22.0227,22.0853,104122848,46.0446,226.6863,0.3449,-33.388,36.1391,0.0,0.0,0.017210567210567126
2018-11-13,22.2107,22.98,22.1467,22.582,81728952,44.3397,235.0421,0.2953,-46.3528,-21.5072,0.0,0.0,0.027499334693515523
2018-11-14,22.8467,23.1407,22.4767,22.9333,75604304,43.8614,243.1706,0.2896,-48.8054,-7.4939,0.0,0.0,0.03793389190682248
2018-11-15,22.822,23.2387,22.6027,23.2293,69385784,43.35,245.4096,0.2759,-52.3302,-8.2251,0.0,0.0,-0.058296158531562794
2018-11-16,23.0127,23.7133,23.008,23.6207,108092864,47.4563,249.3317,0.3831,-25.739,55.7853,0.0,0.0,0.006049371946964412
2018-11-19,23.756,24.45,23.5253,23.5647,145633072,51.1543,241.1017,0.4733,-1.3749,34.7296,0.0,0.0,-0.011353395454329746
2018-11-20,22.7833,23.32,22.2367,23.166,120070632,48.6438,242.0631,0.4235,-18.1803,-17.5526,0.0,0.0,0.01963534361851317
2018-11-21,23.4667,23.54,22.4933,22.546,70302120,44.1053,245.2979,0.3033,-51.3039,-41.4494,0.0,0.0,-0.026560754623308907
2018-11-23,22.2897,22.5,21.7033,21.722,63039632,43.468,240.1785,0.2964,-56.1121,-10.3304,0.0,0.0,-0.022343750653784793
2018-11-26,21.6667,23.0813,21.6667,23.0667,119882112,49.606,123.4864,0.5825,-16.0536,90.1694,0.0,0.0,-0.003365304420350301
2018-11-27,22.67,23.1307,22.3667,22.928,95374496,47.2252,88.0763,0.419,-33.4269,-20.4431,0.0,0.0,-0.009254668649809956
2018-11-28,23.066,23.2187,22.814,23.1913,61913672,44.1123,92.3591,0.0947,-53.9067,-35.0836,0.0,0.0,0.014234651760160599
2018-11-29,23.1333,23.1667,22.6367,22.7447,46210860,42.6902,105.7137,0.0116,-62.774,-25.3624,0.0,1.0,-0.019676872075684037
2018-11-30,22.7887,23.44,22.551,23.3653,84433424,47.156,105.4215,0.4056,-26.5854,82.7134,1.0,0.0,-0.004392512279812109
2018-12-03,24.0,24.4,23.4667,23.8993,124597664,51.4383,106.7186,0.8032,20.3405,47.5691,0.0,0.0,0.0004378068739770839
2018-12-04,23.7367,24.5787,23.4667,23.98,126929176,51.6831,108.3784,0.8152,27.0268,1.8712,0.0,0.0,-0.027042951037648255
2018-12-06,23.734,24.492,23.384,24.204,117637616,50.5887,109.365,0.7129,18.643,-7.3203,0.0,0.0,0.030294454219936182
2018-12-07,24.6,25.2993,23.8433,23.8643,172667648,56.4679,125.6506,1.0989,70.1415,46.7793,0.0,0.0,0.049625452040640575
2018-12-10,24.0,24.3987,23.5413,24.3433,99201824,48.2193,125.8995,0.5084,-1.4415,-42.5475,0.0,0.0,0.033793677426820566
2018-12-11,24.6607,24.8113,24.0153,24.4507,94631536,47.752,123.1877,0.4636,-5.1343,-4.6071,0.0,0.0,0.012194792323632667
2018-12-12,24.628,24.794,24.344,24.44,75405720,45.7436,126.6447,0.3202,-23.1109,-20.3165,0.0,0.0,0.05577566075157067
2018-12-13,24.6767,25.1627,24.45,25.1193,110487808,49.8855,124.3838,0.5926,12.2472,46.5244,0.0,0.0,-0.013730181067642365
2018-12-14,25.0,25.1913,24.2887,24.3807,95063328,48.1453,121.3645,0.4589,-2.8086,-13.9603,0.0,0.0,0.08253312141047205
2018-12-17,24.1333,24.38,22.9253,23.228,115110120,50.5593,115.9905,0.6076,17.2674,21.0878,0.0,0.0,-0.09414286568564773
2018-12-18,23.3693,23.4367,22.246,22.4687,106499984,49.4936,116.0283,0.5358,7.1848,-7.4799,0.0,0.0,0.03150607583284706
2018-12-19,22.5067,23.134,21.9827,22.198,124112712,51.7348,112.4065,0.7017,23.9136,16.5378,0.0,0.0,-0.05313595111869892
2018-12-20,21.8036,22.0193,20.7913,21.0253,136077872,53.2525,114.4123,0.7923,32.9734,9.6406,0.0,1.0,0.0032136369987425264
2018-12-21,21.16,21.5647,20.8293,21.318,120252016,50.9696,109.0399,0.6385,15.4931,-11.63,0.0,0.0,0.07313286287104513
2018-12-24,20.9,20.9667,19.6797,19.6927,83398696,46.0218,103.5932,0.2978,-20.3307,-30.6467,0.0,0.0,0.03249600479424693
2018-12-26,20.0,21.798,19.606,21.7393,122447072,51.4046,103.7445,0.6535,16.3335,46.8213,0.0,0.0,-0.05454854504162084
2018-12-27,21.3227,21.4781,20.1,21.0753,128626992,52.2167,103.3842,0.6924,22.9998,5.047,0.0,0.0,-0.051561303496979446
2018-12-28,21.54,22.416,21.2273,22.258,149084880,54.9035,97.0893,0.8454,40.9979,15.9048,0.0,0.0,-0.0011629623334391838
2018-12-31,22.5193,22.614,21.684,22.1867,94535072,47.2709,80.6636,0.2878,-11.4051,-36.5898,0.0,0.0,-0.00939354061155493
2019-01-02,20.4067,21.0087,19.92,20.6747,174879712,56.7973,85.9778,1.0522,57.2964,84.9892,0.0,0.0,-0.01866684059483439
2019-01-03,20.4667,20.6267,19.8253,20.024,104477760,48.5245,87.1877,0.3722,-5.5033,-40.2574,0.0,0.0,-0.006595912866565563
2019-01-04,20.4,21.2,20.182,21.1793,110911744,49.252,87.5987,0.4427,-0.2447,6.1582,0.0,0.0,0.038459985735624695
2019-01-07,21.448,22.4493,21.1834,22.3307,113268376,49.5333,87.7984,0.4679,0.0268,2.1248,0.0,0.0,-0.029122027697935773
2019-01-08,22.7973,22.934,21.8013,22.3567,105127744,48.5325,78.4112,0.4093,-9.0548,-7.187,0.0,0.0,-0.004681404421326421
2019-01-09,22.3667,22.9002,22.098,22.5687,81494176,45.6486,82.1504,0.1661,-29.4283,-22.4808,0.0,0.0,-0.003627882871210142
2019-01-10,22.2933,23.026,22.1193,22.998,90845312,46.9908,82.8572,0.2711,-20.3998,11.4746,0.0,0.0,0.14904196876535303
2019-01-11,22.806,23.2273,22.5847,23.1507,75585776,45.0363,82.7999,0.1065,-32.5568,-16.7973,1.0,0.0,0.011175230830991553
2019-01-14,22.8253,22.8333,22.2667,22.2933,78709264,45.5357,88.036,0.173,-28.7803,4.1324,0.0,0.0,0.03939455580069588
2019-01-15,22.3333,23.2533,22.3,22.962,90848848,47.5309,88.7511,0.3012,-15.2872,15.4233,0.0,0.0,-0.013445507872800353
2019-01-16,22.9853,23.4667,22.9,23.07,70376088,44.5658,95.9912,0.1366,-33.664,-22.535,0.0,0.0,-0.018618673211228794
2019-01-17,23.0807,23.4333,22.9433,23.154,55150996,42.4452,107.6324,0.0566,-47.2295,-21.6339,0.0,0.0,0.002226867152191211
2019-01-18,21.5333,21.8086,19.982,20.1507,362261440,71.6987,213.9139,1.4748,212.3338,556.8538,0.0,0.0,-0.0036307341647041796
2019-01-22,20.3213,20.5333,19.7,19.928,181001120,54.1914,214.6279,0.7388,52.3503,-50.0358,0.0,1.0,-0.03662914689065186
2019-01-23,19.5,19.6333,18.7793,19.1727,187949888,54.6486,214.2618,0.7462,53.4017,3.8391,0.0,0.0,0.005701582958764978
2019-01-24,18.8687,19.5787,18.6189,19.434,120182328,49.4638,209.1149,0.482,-2.0712,-36.0562,0.0,0.0,-0.016623426539828966
2019-01-25,19.626,19.9013,19.3033,19.8027,108871168,48.6344,210.5552,0.4414,-11.3565,-9.4117,0.0,0.0,-0.002171693201593582
2019-01-28,19.5273,19.8307,19.1833,19.7587,96349184,47.6813,214.2042,0.4001,-20.8361,-11.5017,0.0,0.0,-0.02632647631317304
2019-01-29,19.6847,19.9038,19.4533,19.8307,69325376,45.604,223.7289,0.3143,-41.7622,-28.0478,0.0,0.0,0.013017779459050569
2019-01-30,20.03,20.6,19.8993,20.5847,168754768,53.6117,218.9772,0.6734,39.4915,143.4242,0.0,0.0,0.03157453160136002
2019-01-31,20.0667,20.7709,19.6,20.468,188538672,55.0302,219.7111,0.7425,50.6091,11.7235,0.0,0.0,0.005591880981227821
2019-02-01,20.3613,21.0733,20.2333,20.814,109251616,48.6141,219.0991,0.4482,-12.3577,-42.0535,0.0,0.0,-0.02250191791331034
2019-02-04,20.8653,21.02,20.1253,20.8593,110281232,48.6978,219.1743,0.4521,-11.0079,0.9424,0.0,0.0,0.0033049025125919825
2019-02-05,20.8327,21.496,20.8166,21.4233,101141472,47.9515,220.7179,0.4207,-17.1004,-8.2877,0.0,0.0,0.011808398273033897
2019-02-06,21.306,21.616,21.0416,21.148,75578192,45.836,225.6714,0.3334,-37.6657,-25.2748,0.0,0.0,0.014487958797706731
2019-02-07,20.8867,20.98,20.2,20.5007,97809168,47.9852,222.9098,0.4112,-17.2257,29.4145,0.0,0.0,-0.013349378571811418
2019-02-08,20.4553,20.4963,19.9,20.3867,87663184,47.0673,223.4517,0.3746,-25.3874,-10.3732,0.0,0.0,0.0073272477424420985
2019-02-11,20.7733,21.24,20.7,20.856,106945696,49.0616,218.2592,0.4391,-8.8524,21.9961,0.0,0.0,0.01017812966332359
2019-02-12,21.08,21.2127,20.6413,20.7873,82763552,46.686,217.4842,0.3482,-28.7211,-22.6116,0.0,0.0,0.03890745958084612
2019-02-13,20.8233,20.85,20.3713,20.5447,77124256,46.1251,219.9995,0.3308,-32.9308,-6.8137,0.0,0.0,-0.011808238282105065
2019-02-14,20.2253,20.4513,20.0667,20.2513,78012480,46.2346,218.42,0.332,-32.0761,1.1517,0.0,0.0,-0.013590721960036046
2019-02-15,20.3,20.5333,20.26,20.5253,58574204,44.1199,217.5686,0.2585,-48.4209,-24.9169,0.0,0.0,0.0030568103417886947
2019-02-19,20.4373,20.7696,20.3647,20.376,62526644,44.674,148.2463,0.2144,-44.6861,6.7477,0.0,0.0,-0.053634660934960825
2019-02-20,20.294,20.42,19.9333,20.1707,107131752,50.6247,139.7001,0.5164,-6.1701,71.3378,0.0,0.0,-0.016065424636464546
2019-02-21,20.1207,20.216,19.3667,19.4153,133637728,53.8044,125.6012,0.7467,15.3162,24.7415,0.0,0.0,0.08510789866023494
2019-02-22,19.6327,19.7667,19.4733,19.6473,86108368,47.8534,127.315,0.3887,-26.0983,-35.5658,0.0,0.0,0.033047729184188315
2019-02-25,19.8607,20.1936,19.8,19.918,99397832,49.5341,127.6779,0.4965,-15.9691,15.4334,0.0,0.0,0.031894120199609514
2019-02-26,19.4813,20.134,19.2513,19.8573,128738024,53.1262,127.9994,0.71,18.1665,29.5179,0.0,0.0,0.0010860121633362062
2019-02-27,20.1187,21.0863,20.0367,20.9827,167758624,57.4626,130.1416,0.9433,54.7352,30.3101,0.0,0.0,-0.001263605451399944
2019-02-28,21.2613,21.3333,20.7207,21.3253,157809792,56.0391,127.3527,0.8856,47.1955,-5.9304,0.0,0.0,-0.026574881088757104
2019-03-01,20.4627,20.4753,19.46,19.6527,343670624,70.6613,210.144,1.4638,195.8838,117.7752,0.0,0.0,-0.02330533599385408
2019-03-04,19.8747,19.9333,18.852,19.024,256452272,60.4928,222.4999,1.0035,110.1141,-25.3785,0.0,0.0,0.026679794819673246
2019-03-05,18.8,18.9333,18.0067,18.436,281471104,62.1744,233.9092,1.0016,117.4216,9.7557,0.0,0.0,-0.01937811461794022
2019-03-06,18.432,18.7671,18.2927,18.416,155032272,50.4807,228.8429,0.5754,16.6648,-44.9207,0.0,0.0,-0.003450469977807367
2019-03-07,18.5893,18.98,18.2833,18.4393,141637248,49.4203,219.986,0.5205,7.4619,-8.6402,0.0,0.0,0.052755691101187344
2019-03-08,18.4607,19.0393,18.3927,18.9427,132294376,48.6526,215.7793,0.4833,2.1164,-6.5963,0.0,0.0,0.022041634197929268
2019-03-11,18.9013,19.4187,18.7,19.3947,110884168,46.8562,212.2149,0.4063,-14.453,-16.1838,0.0,0.0,0.007554132340323043
2019-03-12,19.0993,19.2047,18.7373,18.8907,112562056,47.0213,211.4673,0.4109,-13.2196,1.5132,0.0,0.0,-0.022406798245614017
2019-03-13,18.9267,19.466,18.8467,19.264,102670784,46.112,208.1461,0.3727,-20.8826,-8.7874,0.0,0.0,-0.0015327348368733439
2019-03-14,19.4967,19.6927,19.2193,19.3307,106551704,46.5488,203.1707,0.3794,-18.6685,3.78,0.0,0.0,0.03587690597835023
2019-03-15,18.9007,18.915,18.2933,18.362,221782960,57.5506,194.7142,0.7543,63.114,108.1459,0.0,0.0,0.015782228289356263
2019-03-18,18.4,18.5367,17.82,17.966,154214704,50.9308,180.8007,0.504,11.2418,-30.4659,0.0,0.0,-0.02744898130668346
2019-03-19,17.8333,18.22,17.564,17.8313,177009456,52.8992,166.5726,0.5687,25.1546,14.7812,0.0,0.0,-0.025690426809300337
2019-03-20,17.9793,18.3313,17.7533,18.24,103623360,46.4403,167.1132,0.2924,-27.1628,-41.4589,0.0,0.0,-0.013604526587239676
2019-03-21,18.1733,18.43,17.8967,18.268,89206472,45.2709,173.3943,0.2521,-37.5088,-13.9128,0.0,0.0,-0.004427221516510928
2019-03-22,18.172,18.1867,17.6,17.6353,131184136,49.276,166.7832,0.3961,-9.4515,47.0567,0.0,0.0,-0.032232463807206985
