date,open,high,low,close,daily_trading_volume,RSI_14,BollW,precent_B,BIAS,ROC_1,golden_cross,death_cross,return
2017-11-28,0.02257755259369944,0.02210662616769896,0.023176593532033135,0.02321055716441643,0.05068579681502118,0.2626632014709962,0.5815307677140655,0.26013282850226555,0.12636241022087918,0.13081450610340117,0.0,0.0,
2017-11-29,0.022734288991371237,0.021775076520066838,0.021028661437154456,0.021534087012142288,0.11541950997924479,0.3887970087006545,0.5662567889727365,0.41549252063807335,0.270833259193215,0.23941716962193021,0.0,0.0,-0.0315210203117619
2017-11-30,0.021275588906968932,0.02056453478336352,0.021589002587674225,0.021753412419445645,0.04054815682607468,0.2392525860563539,0.5956747745971428,0.2382223325678108,0.1023588055055129,0.037262052495068754,0.0,0.0,0.0042579757787998
2017-12-01,0.020754803432276734,0.020501607505905958,0.021675326099761548,0.021364756743502585,0.039552560306941376,0.23734193468859455,0.368643997920737,0.21867047358947303,0.10074451278718577,0.11497757887348488,0.0,0.0,-0.0075133559980572
2017-12-04,0.0209315700405136,0.020160855054851195,0.020923803759236623,0.021142165322115658,0.06570223321623293,0.2927431201142281,0.3628640054491028,0.33219539445099616,0.16441969639689977,0.17407777529913732,0.0,0.0,-0.0043356349062652
2017-12-05,0.02018043714432292,0.02011683083307259,0.02098981585671516,0.020890933469534495,0.04554883238132962,0.24945556708338024,0.3755937550413164,0.25647073428092604,0.11581215731866994,0.08482071581128997,0.0,0.0,-0.0049148019089089
2017-12-06,0.019863459062130457,0.02101074638715349,0.02082046943741444,0.022492034066034283,0.08876482716054726,0.34386074844117553,0.36921651221566976,0.42604431754701755,0.21627443578457448,0.2040878225132749,0.0,0.0,0.0314767344801868
2017-12-07,0.02184970481729068,0.021880286948385206,0.022690896830200633,0.022153624760607456,0.04782214335274597,0.2521546189483199,0.3685880729176002,0.2592638569921172,0.12372457324719759,0.06390849472374602,0.0,0.0,-0.0064499138096149
2017-12-08,0.022283609253656824,0.021605943916623602,0.022726441805766003,0.022805320186203,0.025574452276042464,0.20406475670012014,0.39377404147771067,0.18074607411085594,0.08536424789207099,0.07359992617985006,0.0,0.0,0.012501626560896
2017-12-11,0.0222886168062981,0.023600713739586537,0.023147903658898225,0.025113135984013615,0.1013565034223065,0.3720942177115327,0.3822276792916166,0.4681273663956303,0.29052478337626164,0.32142555334591894,0.0,0.0,0.0437247426066342
2017-12-12,0.02492934969167247,0.025661892981842616,0.025903400943262093,0.02714308935286945,0.11483965716087947,0.3996651223946832,0.3882736740217606,0.5138725094655825,0.3209535304338114,0.1330002547873303,0.0,0.0,0.0368490420617221
2017-12-13,0.026678738206900556,0.02612277932622545,0.02699844008335804,0.026808197293378758,0.07225240973379664,0.2976276078850322,0.38512932656975385,0.3483334367823226,0.2062226782257727,0.07151723397673874,0.0,0.0,-0.0058631291427866
2017-12-14,0.026692008221399933,0.02665679064915581,0.02706622942961486,0.026617261085417072,0.06510499105286323,0.28075018746982505,0.3862162791948234,0.3213953199677239,0.18555770569502872,0.10637426530638455,0.0,0.0,-0.0033625342890009
2017-12-15,0.026864017654627596,0.026069801025441024,0.02687327099083143,0.02754857756293546,0.08432013589732427,0.32734542727711635,0.3819846206241374,0.39165787350257586,0.23295363555309306,0.14809676083967888,0.0,0.0,0.0164565391103613
2017-12-18,0.02734123742134074,0.026538895275579195,0.02718124281483708,0.026781315485152578,0.059615718308526286,0.2638393820172782,0.24481349369947478,0.31220904971758423,0.1675434363000422,0.08379760277941745,0.0,0.0,-0.0133381666353666
2017-12-19,0.02656681940536815,0.025670598336431618,0.025949101626131857,0.02547993448878212,0.08248510333689481,0.323067006338021,0.23150441843374145,0.4491962013531128,0.22801713553790004,0.15616830296575943,0.0,0.0,-0.0229291807023057
2017-12-20,0.025303163496343362,0.024278985224277298,0.025058699988219378,0.025124943881084924,0.0677141433576743,0.28245282437415886,0.22733621323199918,0.37092669604617956,0.18924755672950921,0.09687911680913038,0.0,0.0,-0.0064013989752325
2017-12-21,0.024785883308500043,0.024384941825846152,0.02542608269995572,0.025573895201647483,0.041118446861110755,0.21039507339572072,0.233753965835559,0.21848426540872698,0.12239059861324675,0.07534617861019935,0.0,0.0,0.0081479117271567
2017-12-22,0.024772362916368616,0.02391758864662578,0.025021631656558352,0.024491839612580384,0.03824596760542717,0.20253418114207644,0.2146469734176988,0.1904909689032338,0.11684446151416115,0.11099182984074922,0.0,0.0,-0.0194792566494955
2017-12-26,0.023824433201375974,0.02276002521070689,0.02362674525830026,0.02316709405391988,0.04100300168534447,0.21161491129852394,0.21711771137679473,0.20886350940351314,0.13693428922530104,0.12323240298698906,0.0,0.0,-0.0243219557195572
2017-12-27,0.022517461962004198,0.02172209821928241,0.02264011829367868,0.022220703665246623,0.04666094565053133,0.2312607217331457,0.21969241248274754,0.24473961889392343,0.15854944151275407,0.12920064161379474,0.0,0.0,-0.0178086012660322
